city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Mexico City,2156-03-17,375,16.6,48.2,19.7,56.3,11.4,84,4,Suburban,1605
Beijing,2156-03-18,343,54.2,41.7,27.5,61.1,2.8,35,10,Suburban,1727
Los Angeles,2156-03-19,270,41.3,45.8,41.3,41.9,32.2,30,7,Urban,1381
Mexico City,2156-03-20,430,2.3,66.8,32.2,57.4,13.8,45,5,Urban,1476
Beijing,2156-03-21,265,46.1,36.1,20.1,36.5,23.4,60,18,Urban,1186
Tokyo,2156-03-22,167,32.1,79.4,40.3,39.6,21.2,31,8,Rural,53
Beijing,2156-03-23,58,52.7,35.5,32.8,36.7,33.8,35,12,Rural,874
Delhi,2156-03-24,356,17.9,33.4,21.9,39.0,28.8,52,6,Rural,328
London,2156-03-25,73,30.8,40.0,33.4,8.4,38.2,77,5,Suburban,859
Beijing,2156-03-26,460,9.3,62.3,20.5,53.1,16.4,92,2,Urban,595
Mexico City,2156-03-27,118,43.3,61.1,37.8,28.8,6.5,93,11,Urban,965
Mexico City,2156-03-28,421,59.1,38.3,21.0,32.9,26.8,62,9,Urban,1284
Delhi,2156-03-29,60,43.4,44.4,28.0,48.3,14.3,60,9,Urban,1912
Beijing,2156-03-30,305,43.5,42.8,41.9,50.3,26.0,37,10,Rural,534
Delhi,2156-03-31,198,32.2,36.8,21.8,15.3,35.3,48,7,Urban,754
Delhi,2156-04-01,338,34.5,59.9,23.2,34.5,14.9,29,7,Urban,1791
Beijing,2156-04-02,485,43.8,21.5,28.4,11.1,31.6,36,8,Rural,936
Delhi,2156-04-03,464,40.3,89.8,39.4,41.3,28.1,83,4,Urban,1085
London,2156-04-04,495,35.2,53.6,32.7,50.2,39.5,59,11,Suburban,590
Tokyo,2156-04-05,316,19.4,32.5,27.1,22.8,28.6,20,9,Suburban,1040
Delhi,2156-04-06,434,38.7,13.0,35.5,54.9,27.7,20,8,Urban,1683
Mexico City,2156-04-07,317,19.0,59.7,35.6,30.5,14.9,51,3,Urban,387
Beijing,2156-04-08,299,15.6,24.8,34.7,49.8,26.4,70,8,Suburban,968
Delhi,2156-04-09,262,50.9,4.7,45.5,24.7,32.6,86,8,Rural,76
Delhi,2156-04-10,323,29.0,76.8,46.7,29.3,6.6,66,9,Suburban,1687
Mexico City,2156-04-11,13,52.3,41.0,28.4,35.8,7.8,60,8,Urban,1596
Delhi,2156-04-12,491,35.7,80.1,32.2,26.1,-1.8,34,9,Rural,468
Tokyo,2156-04-13,460,53.9,55.0,35.8,39.2,8.0,78,7,Suburban,1787
Los Angeles,2156-04-14,284,43.6,52.9,52.5,23.3,12.4,47,11,Suburban,1587
Los Angeles,2156-04-15,288,35.9,28.0,28.1,22.2,26.4,25,11,Urban,1115
London,2156-04-16,1,44.3,39.9,22.6,42.0,13.8,36,15,Suburban,1938
Delhi,2156-04-17,212,35.3,61.9,36.9,43.5,15.4,42,6,Urban,595
Mexico City,2156-04-18,298,47.9,75.2,18.7,34.4,22.3,80,10,Urban,1901
Delhi,2156-04-19,101,39.3,63.9,11.5,61.6,5.9,86,3,Rural,826
Beijing,2156-04-20,2,16.7,54.8,35.4,38.3,16.1,56,7,Rural,436
Beijing,2156-04-21,489,10.9,11.0,33.4,31.7,39.3,61,8,Urban,1280
Delhi,2156-04-22,403,12.1,74.0,44.7,31.8,17.0,83,1,Rural,1283
Los Angeles,2156-04-23,8,51.9,87.7,23.7,29.4,17.7,72,10,Urban,423
Beijing,2156-04-24,413,28.1,75.3,39.9,55.5,7.6,58,8,Urban,1553
Delhi,2156-04-25,234,48.0,32.5,34.5,48.5,-1.3,53,7,Rural,350
London,2156-04-26,259,29.8,27.9,39.1,52.9,2.2,94,1,Urban,1523
Delhi,2156-04-27,398,52.3,65.2,25.9,49.1,16.9,73,4,Urban,823
Delhi,2156-04-28,90,42.1,47.4,28.6,29.1,32.7,65,3,Urban,375
Delhi,2156-04-29,322,62.4,73.5,19.4,48.3,29.0,72,17,Urban,208
Beijing,2156-04-30,241,35.2,35.3,55.6,50.1,23.6,46,8,Urban,246
London,2156-05-01,203,53.7,65.1,54.8,43.7,11.1,91,8,Suburban,1966
London,2156-05-02,411,41.4,28.7,36.1,57.9,-0.9,94,11,Urban,1113
Los Angeles,2156-05-03,416,43.7,71.9,3.6,41.7,3.2,94,5,Urban,1304
Beijing,2156-05-04,361,23.6,35.3,58.8,58.8,29.4,92,4,Urban,218
Tokyo,2156-05-05,68,21.6,44.2,44.0,36.4,39.4,78,8,Suburban,1666
Los Angeles,2156-05-06,118,52.8,84.6,40.0,29.9,7.4,46,6,Suburban,1995
Tokyo,2156-05-07,261,43.4,98.2,33.5,25.4,-0.5,49,3,Urban,1283
Delhi,2156-05-08,46,31.4,38.1,26.9,42.1,15.4,57,9,Urban,278
Mexico City,2156-05-09,236,35.8,53.3,28.4,33.6,34.7,37,13,Rural,1792
Delhi,2156-05-10,381,11.3,19.8,35.2,27.5,12.5,48,6,Urban,816
Beijing,2156-05-11,203,44.5,59.4,39.2,67.5,20.3,32,11,Urban,1775
London,2156-05-12,255,66.6,67.7,39.2,40.2,15.6,69,11,Urban,1357
Los Angeles,2156-05-13,76,1.3,37.4,18.3,49.5,8.6,28,5,Urban,164
Los Angeles,2156-05-14,127,17.5,46.4,29.8,27.0,38.0,62,7,Urban,231
Beijing,2156-05-15,400,34.5,32.1,23.2,32.7,0.6,52,11,Urban,855
Beijing,2156-05-16,342,51.5,55.9,29.6,32.9,16.6,52,12,Urban,1988
São Paulo,2156-05-17,104,30.6,79.2,21.5,38.6,30.3,32,11,Urban,1336
Delhi,2156-05-18,221,52.0,36.4,21.5,32.6,6.1,91,15,Rural,866
Delhi,2156-05-19,103,13.3,46.2,26.1,30.8,23.3,93,9,Suburban,1811
Beijing,2156-05-20,414,26.7,38.7,18.5,47.3,29.8,42,11,Rural,1843
Los Angeles,2156-05-21,68,42.7,33.7,19.9,42.4,20.8,42,7,Suburban,457
Beijing,2156-05-22,190,55.0,64.2,35.2,41.6,1.1,60,0,Rural,1056
Delhi,2156-05-23,247,15.4,36.7,33.7,41.9,13.4,53,8,Rural,396
Mexico City,2156-05-24,454,53.5,25.0,27.8,31.6,4.0,77,12,Suburban,1305
Los Angeles,2156-05-25,332,72.3,40.4,33.8,13.6,21.6,88,10,Rural,516
Mexico City,2156-05-26,374,36.4,40.8,42.6,45.9,-1.8,45,3,Urban,328
Delhi,2156-05-27,114,23.2,45.8,21.1,22.9,14.4,20,7,Suburban,859
Delhi,2156-05-28,445,40.0,51.0,42.3,25.9,13.2,60,3,Rural,276
Beijing,2156-05-29,435,24.8,62.3,25.4,21.3,12.8,41,5,Suburban,1542
Beijing,2156-05-30,317,17.2,84.7,32.8,12.0,24.1,76,4,Urban,665
Delhi,2156-05-31,148,14.9,77.3,32.9,36.7,30.5,59,7,Urban,113
London,2156-06-01,467,17.7,62.7,37.5,24.9,18.6,83,4,Urban,1555
Tokyo,2156-06-02,396,45.5,59.6,21.9,26.2,25.2,37,9,Urban,1850
Delhi,2156-06-03,435,37.6,14.8,37.1,36.0,38.5,83,9,Urban,600
Mexico City,2156-06-04,399,34.4,47.0,13.6,45.6,37.3,86,3,Urban,1583
Beijing,2156-06-05,4,58.1,49.9,44.1,25.3,25.2,79,8,Urban,1011
Beijing,2156-06-06,114,34.8,61.3,31.4,47.0,20.1,20,5,Urban,277
Mexico City,2156-06-07,492,29.0,75.2,25.1,37.5,7.9,38,6,Urban,1300
Beijing,2156-06-08,60,21.1,48.3,4.7,31.3,16.7,74,11,Urban,371
Beijing,2156-06-09,172,40.5,54.0,31.8,61.9,13.4,73,10,Suburban,1004
Delhi,2156-06-10,164,45.5,79.8,25.0,44.6,23.9,75,9,Suburban,1620
Los Angeles,2156-06-11,326,29.6,46.8,12.7,37.7,37.3,33,8,Urban,1801
Mexico City,2156-06-12,185,59.0,37.3,26.0,24.9,21.7,75,13,Urban,1865
Delhi,2156-06-13,270,17.3,33.1,27.5,43.1,10.2,88,3,Suburban,1941
Beijing,2156-06-14,279,22.9,30.2,36.7,52.3,20.6,40,12,Urban,1734
Delhi,2156-06-15,267,76.2,55.6,30.3,29.0,7.3,59,13,Rural,855
Beijing,2156-06-16,72,40.1,36.7,32.3,46.5,-3.6,92,17,Urban,1829
Delhi,2156-06-17,177,13.3,53.7,38.4,39.9,4.8,53,8,Suburban,1502
Mexico City,2156-06-18,159,19.3,38.4,34.1,33.9,13.0,41,6,Rural,1409
Mexico City,2156-06-19,162,39.2,27.4,42.5,47.6,-1.1,35,6,Urban,1038
Mexico City,2156-06-20,185,30.8,59.5,16.7,26.7,4.6,57,5,Urban,1279
Beijing,2156-06-21,176,41.1,89.3,34.4,56.1,39.9,54,12,Suburban,498
Los Angeles,2156-06-22,325,42.8,72.2,12.8,26.5,37.9,66,5,Urban,72
London,2156-06-23,336,32.2,80.2,32.3,51.1,-2.8,56,14,Suburban,1358
Beijing,2156-06-24,36,6.7,42.1,9.4,44.1,7.1,89,1,Urban,779
Beijing,2156-06-25,445,19.5,42.7,31.4,64.1,34.5,56,5,Urban,759
Tokyo,2156-06-26,272,29.0,60.5,31.8,36.4,33.3,73,10,Suburban,1171
Mexico City,2156-06-27,225,31.0,59.0,18.5,51.7,34.5,21,8,Suburban,1759
Beijing,2156-06-28,206,46.9,53.1,34.2,19.6,32.7,62,14,Rural,1193
Los Angeles,2156-06-29,426,52.6,48.9,13.7,31.3,38.7,91,11,Urban,1489
Beijing,2156-06-30,255,17.5,88.0,12.5,43.0,10.5,93,5,Suburban,1229
Delhi,2156-07-01,66,6.3,43.5,13.5,48.6,-1.7,56,1,Urban,1195
Los Angeles,2156-07-02,135,35.9,76.4,41.9,44.3,22.6,72,6,Urban,56
Mexico City,2156-07-03,434,34.6,51.2,43.6,57.1,29.6,79,11,Suburban,1354
Beijing,2156-07-04,10,40.8,59.7,33.1,39.7,39.2,82,7,Urban,944
Delhi,2156-07-05,85,38.9,46.6,20.2,37.8,33.4,42,10,Urban,710
Tokyo,2156-07-06,61,7.4,63.4,32.4,58.0,13.5,91,3,Urban,1907
Los Angeles,2156-07-07,383,37.7,61.7,26.5,24.8,20.2,48,6,Urban,615
Beijing,2156-07-08,359,22.0,79.8,19.1,33.8,28.4,51,6,Urban,642
Delhi,2156-07-09,267,23.9,63.1,24.5,41.6,-2.6,25,8,Suburban,1789
Mexico City,2156-07-10,186,21.6,29.5,26.1,52.2,24.2,27,7,Suburban,1289
Delhi,2156-07-11,31,40.2,41.2,34.5,45.3,39.9,94,9,Urban,326
Beijing,2156-07-12,70,41.2,53.0,21.6,19.2,35.8,23,9,Urban,1816
São Paulo,2156-07-13,372,5.5,37.3,33.8,44.4,20.0,70,5,Urban,776
Los Angeles,2156-07-14,221,11.6,58.7,25.0,47.1,13.6,89,4,Urban,246
São Paulo,2156-07-15,474,34.0,70.0,35.4,53.6,33.7,67,15,Urban,1351
Beijing,2156-07-16,382,40.7,61.3,32.4,48.8,2.4,63,14,Rural,1767
Delhi,2156-07-17,398,53.5,30.6,30.4,46.7,16.4,42,12,Urban,1006
Cairo,2156-07-18,408,26.7,19.1,33.9,14.6,19.6,39,10,Urban,1604
London,2156-07-19,137,38.6,33.4,16.0,40.0,-1.0,44,8,Urban,905
Mexico City,2156-07-20,79,40.3,40.1,18.1,17.0,15.0,69,6,Suburban,199
Delhi,2156-07-21,414,21.4,55.1,41.6,38.7,15.3,67,4,Urban,1391
Los Angeles,2156-07-22,33,26.2,28.0,21.8,29.5,9.2,36,4,Urban,684
Delhi,2156-07-23,482,25.5,98.1,12.8,33.0,3.9,94,2,Urban,1997
Tokyo,2156-07-24,1,46.7,73.2,39.0,44.1,7.4,89,10,Suburban,976
Mexico City,2156-07-25,298,46.9,56.9,32.8,37.0,30.1,50,6,Suburban,623
Delhi,2156-07-26,363,43.7,43.9,40.7,30.1,37.2,37,6,Suburban,1221
Delhi,2156-07-27,396,50.2,56.6,28.9,10.9,32.1,80,22,Urban,1591
Delhi,2156-07-28,54,39.3,56.7,38.5,56.5,-3.8,46,2,Urban,875
Los Angeles,2156-07-29,347,20.7,9.5,40.5,47.7,6.0,26,8,Urban,891
Delhi,2156-07-30,301,25.0,2.6,23.9,49.1,20.4,58,5,Urban,780
Beijing,2156-07-31,39,54.0,41.6,49.6,13.8,28.0,90,9,Urban,1629
Beijing,2156-08-01,80,32.9,81.8,41.4,29.9,0.1,60,8,Rural,575
Beijing,2156-08-02,55,32.5,51.7,31.1,40.8,-3.8,71,11,Suburban,1413
Mexico City,2156-08-03,333,15.9,82.2,24.8,40.2,22.2,32,1,Urban,811
Delhi,2156-08-04,230,20.3,76.4,36.4,41.2,26.0,49,9,Suburban,584
Delhi,2156-08-05,482,30.6,33.3,38.0,33.5,27.9,20,4,Urban,161
Beijing,2156-08-06,151,47.1,68.8,28.6,55.9,22.2,85,4,Suburban,938
Tokyo,2156-08-07,275,32.9,88.7,36.9,47.4,15.7,86,7,Urban,1161
Beijing,2156-08-08,496,1.7,46.7,35.3,61.5,19.2,88,6,Urban,1678
Delhi,2156-08-09,108,36.9,47.6,36.2,45.5,1.5,51,10,Urban,972
Beijing,2156-08-10,52,43.6,36.7,19.0,52.0,30.3,65,9,Urban,798
Delhi,2156-08-11,201,48.0,58.9,32.7,21.8,24.2,38,12,Urban,566
Los Angeles,2156-08-12,467,33.6,55.0,17.4,56.2,-3.2,41,13,Urban,216
Beijing,2156-08-13,366,25.9,52.6,28.4,23.1,10.1,80,9,Suburban,90
São Paulo,2156-08-14,323,19.3,56.7,34.1,43.2,-4.5,48,5,Suburban,120
Mexico City,2156-08-15,373,43.0,55.8,26.2,33.1,27.3,64,12,Urban,451
Mexico City,2156-08-16,441,32.9,41.2,22.3,53.1,2.3,69,11,Rural,267
Delhi,2156-08-17,32,15.0,38.1,37.8,34.6,20.6,73,0,Rural,1054
Delhi,2156-08-18,24,38.9,52.4,13.5,48.5,39.6,72,6,Urban,1901
Delhi,2156-08-19,394,41.1,68.6,40.0,21.4,-0.5,25,7,Urban,68
London,2156-08-20,160,40.0,66.2,39.5,49.2,38.2,61,16,Urban,762
Cairo,2156-08-21,145,47.2,49.1,35.0,47.2,-3.9,47,11,Urban,1860
Delhi,2156-08-22,129,1.6,23.0,25.5,39.6,15.5,72,4,Rural,490
São Paulo,2156-08-23,481,32.5,35.2,34.5,61.9,26.7,73,7,Urban,862
Mexico City,2156-08-24,465,19.3,74.6,28.4,58.7,18.5,22,3,Urban,1933
Los Angeles,2156-08-25,449,30.8,62.4,33.8,52.4,31.5,81,9,Suburban,1465
São Paulo,2156-08-26,496,46.6,62.4,24.9,40.3,5.4,23,4,Rural,157
Cairo,2156-08-27,24,45.7,23.0,19.6,25.6,31.0,58,12,Suburban,583
Mexico City,2156-08-28,368,44.1,42.0,39.7,43.7,-0.9,87,6,Suburban,1507
Beijing,2156-08-29,452,1.3,23.5,31.8,45.0,16.6,21,5,Suburban,1322
Mexico City,2156-08-30,278,49.6,34.7,31.1,40.7,17.4,93,9,Urban,1043
Delhi,2156-08-31,448,42.9,45.4,36.3,32.0,6.7,93,8,Urban,1891
Beijing,2156-09-01,72,52.3,74.7,58.4,40.2,16.8,91,9,Urban,380
London,2156-09-02,477,49.1,80.6,35.5,47.8,39.7,23,6,Urban,1097
Delhi,2156-09-03,346,14.0,71.7,34.6,32.9,32.1,62,7,Suburban,853
Beijing,2156-09-04,132,11.4,38.2,16.2,58.7,-0.5,58,10,Urban,875
Beijing,2156-09-05,328,20.9,38.4,38.6,33.5,35.1,27,3,Suburban,307
Mexico City,2156-09-06,59,28.4,54.2,28.6,59.1,-4.1,62,12,Suburban,1289
Delhi,2156-09-07,477,31.2,24.4,35.0,41.3,-0.5,33,9,Suburban,1719
Tokyo,2156-09-08,99,66.7,61.9,23.7,26.7,29.2,65,12,Urban,1333
Los Angeles,2156-09-09,103,13.4,31.1,31.3,57.8,12.6,52,3,Urban,443
Delhi,2156-09-10,80,28.9,58.8,43.2,46.9,-4.2,24,1,Urban,1907
Beijing,2156-09-11,364,38.7,49.0,17.6,42.8,38.5,61,9,Urban,449
Delhi,2156-09-12,76,38.4,48.3,50.1,29.6,13.1,22,8,Urban,98
Delhi,2156-09-13,118,30.7,16.6,23.3,50.2,11.7,61,12,Urban,50
Beijing,2156-09-14,472,43.8,34.1,36.3,48.5,16.6,27,6,Urban,942
Beijing,2156-09-15,492,73.0,81.9,36.8,52.8,38.0,52,12,Urban,464
Beijing,2156-09-16,211,28.6,17.8,27.0,43.2,32.1,39,14,Suburban,294
Delhi,2156-09-17,471,52.9,87.6,34.1,43.4,29.4,73,13,Suburban,476
Beijing,2156-09-18,242,30.4,60.1,27.6,27.3,29.3,56,8,Suburban,221
Cairo,2156-09-19,176,15.8,27.4,30.4,23.8,18.7,32,13,Urban,820
London,2156-09-20,88,47.4,20.6,29.3,33.7,17.7,41,7,Urban,1327
Delhi,2156-09-21,212,48.0,53.0,22.8,27.3,37.5,60,12,Suburban,1798
Mexico City,2156-09-22,329,45.7,58.7,12.5,47.1,8.5,38,6,Urban,1624
Delhi,2156-09-23,252,68.1,60.9,40.9,61.5,2.9,66,16,Urban,203
Los Angeles,2156-09-24,296,11.0,62.3,41.7,57.7,4.7,37,0,Urban,1037
London,2156-09-25,78,45.0,62.1,46.7,36.2,6.8,92,20,Rural,988
Mexico City,2156-09-26,163,19.5,33.3,23.1,27.0,13.0,77,6,Urban,1008
Mexico City,2156-09-27,149,38.0,26.5,56.5,45.2,23.9,66,5,Urban,945
London,2156-09-28,417,27.2,67.4,37.0,40.6,31.5,62,10,Suburban,1727
Delhi,2156-09-29,337,40.9,65.7,17.0,22.5,30.8,60,15,Urban,336
Los Angeles,2156-09-30,62,36.7,37.5,17.1,12.3,22.7,80,12,Suburban,796
Delhi,2156-10-01,210,39.3,64.1,22.9,34.1,19.3,86,15,Suburban,1189
Delhi,2156-10-02,29,17.7,40.0,22.1,53.2,-4.5,73,5,Urban,1002
Mexico City,2156-10-03,325,44.5,46.6,13.7,36.6,11.7,23,7,Rural,491
Delhi,2156-10-04,2,15.6,47.0,26.9,28.9,-4.0,93,6,Suburban,431
Delhi,2156-10-05,387,45.1,51.6,38.3,25.7,10.6,84,11,Urban,1121
Delhi,2156-10-06,241,31.0,39.2,20.5,27.0,2.8,24,5,Suburban,1028
Cairo,2156-10-07,143,42.4,37.8,22.6,35.5,33.1,68,4,Urban,220
Delhi,2156-10-08,488,15.4,52.7,33.8,43.1,32.2,72,8,Urban,1980
Beijing,2156-10-09,376,50.5,25.1,45.7,49.2,31.2,85,7,Urban,1556
Delhi,2156-10-10,484,25.2,66.3,36.6,47.0,1.0,73,4,Rural,289
Tokyo,2156-10-11,376,28.1,75.5,3.1,39.0,7.7,39,8,Suburban,720
Delhi,2156-10-12,487,21.6,18.8,20.7,26.2,30.6,21,9,Suburban,1436
Beijing,2156-10-13,100,33.0,51.0,20.4,44.5,1.3,26,10,Suburban,1106
Beijing,2156-10-14,173,50.8,50.5,18.8,33.1,23.6,21,10,Suburban,1648
Mexico City,2156-10-15,11,42.2,3.3,33.4,34.6,10.9,30,5,Urban,559
Tokyo,2156-10-16,158,25.7,58.7,26.0,47.4,-2.3,28,6,Rural,1095
Delhi,2156-10-17,430,45.5,80.1,22.0,37.9,20.5,74,11,Urban,752
Delhi,2156-10-18,173,39.9,47.9,28.8,42.9,7.3,89,11,Urban,1695
Beijing,2156-10-19,422,45.5,24.1,38.4,36.6,5.1,67,16,Rural,1159
Beijing,2156-10-20,368,11.3,55.3,37.2,56.3,35.5,22,6,Suburban,670
Tokyo,2156-10-21,23,47.5,51.7,42.8,43.5,38.0,35,9,Suburban,1368
Delhi,2156-10-22,445,21.4,16.2,37.8,48.0,16.2,68,6,Urban,1162
London,2156-10-23,116,28.1,52.3,18.3,8.4,10.9,68,4,Suburban,94
Delhi,2156-10-24,198,18.1,23.3,26.0,53.5,29.6,77,3,Suburban,1939
Delhi,2156-10-25,186,61.8,56.1,16.8,42.8,31.4,77,5,Suburban,1821
Los Angeles,2156-10-26,390,42.4,58.7,36.5,51.0,26.9,26,14,Suburban,438
Los Angeles,2156-10-27,465,53.2,63.4,25.6,26.5,11.0,35,17,Rural,1997
Delhi,2156-10-28,69,34.7,70.6,35.5,39.7,22.5,71,8,Suburban,1882
São Paulo,2156-10-29,20,23.3,67.5,33.6,29.2,24.6,94,7,Suburban,73
Delhi,2156-10-30,195,29.1,80.1,29.0,35.3,16.7,27,5,Suburban,1753
Tokyo,2156-10-31,486,35.5,47.7,18.9,53.1,19.6,71,8,Rural,1622
Delhi,2156-11-01,119,14.9,61.4,26.8,40.1,29.7,53,6,Rural,1830
Delhi,2156-11-02,136,26.3,49.2,13.0,38.8,14.3,88,4,Suburban,1813
London,2156-11-03,232,16.2,14.9,21.8,23.0,8.3,82,7,Urban,1362
Delhi,2156-11-04,217,12.7,53.6,30.7,50.6,-2.1,71,6,Urban,136
Beijing,2156-11-05,32,38.9,51.5,37.0,33.8,6.0,22,6,Urban,750
London,2156-11-06,1,67.2,69.1,29.3,40.0,7.3,91,11,Urban,793
Delhi,2156-11-07,420,49.9,60.8,34.4,48.5,19.5,83,8,Suburban,1773
Los Angeles,2156-11-08,64,50.1,72.3,36.4,38.7,21.7,27,16,Urban,1031
Beijing,2156-11-09,381,32.3,33.8,19.8,57.5,26.6,64,8,Urban,447
Delhi,2156-11-10,104,46.3,71.0,23.7,32.2,21.7,22,9,Urban,453
Delhi,2156-11-11,429,39.8,58.4,21.3,59.4,23.8,33,0,Urban,1392
Delhi,2156-11-12,491,20.0,44.3,39.8,24.2,19.2,76,3,Suburban,369
Beijing,2156-11-13,252,24.2,49.5,31.4,57.1,35.5,32,3,Urban,654
Beijing,2156-11-14,491,33.9,58.0,25.3,38.2,35.1,68,13,Urban,425
Los Angeles,2156-11-15,441,50.3,30.9,40.1,31.6,-1.2,65,11,Urban,439
Beijing,2156-11-16,128,55.7,65.6,15.9,72.0,38.6,93,11,Urban,1746
Beijing,2156-11-17,296,46.8,77.0,28.0,52.2,25.5,85,5,Urban,1965
London,2156-11-18,439,71.9,39.9,30.4,56.0,36.1,37,11,Urban,981
Beijing,2156-11-19,343,33.0,49.4,28.9,34.8,4.8,41,7,Suburban,1905
São Paulo,2156-11-20,53,26.2,65.8,36.6,42.6,4.3,74,8,Urban,1839
Mexico City,2156-11-21,394,26.0,60.7,22.1,54.1,19.4,72,6,Urban,1086
Tokyo,2156-11-22,209,34.0,72.8,23.7,24.9,36.4,80,7,Rural,111
Tokyo,2156-11-23,328,13.9,39.0,30.7,32.8,13.1,74,6,Urban,1114
Beijing,2156-11-24,260,21.4,64.3,11.6,33.9,8.8,56,7,Urban,842
Mexico City,2156-11-25,476,42.2,41.9,40.2,52.5,14.6,86,11,Urban,1130
Delhi,2156-11-26,75,51.4,74.9,37.0,58.8,25.0,93,14,Urban,1392
Beijing,2156-11-27,167,21.4,45.5,21.1,43.2,24.9,78,8,Suburban,464
Beijing,2156-11-28,305,13.5,35.6,17.4,35.5,37.5,83,2,Urban,996
Beijing,2156-11-29,152,19.5,61.1,18.6,32.2,2.2,82,8,Urban,337
Delhi,2156-11-30,242,35.6,1.2,51.1,42.6,22.2,55,13,Urban,221
London,2156-12-01,402,40.4,53.3,22.3,38.8,-2.0,21,9,Urban,320
Delhi,2156-12-02,497,61.7,40.6,24.1,7.9,10.4,29,16,Urban,943
Los Angeles,2156-12-03,443,31.8,25.9,36.3,46.2,9.7,43,7,Urban,391
Tokyo,2156-12-04,121,6.3,58.1,29.6,47.2,38.3,80,8,Urban,356
Delhi,2156-12-05,389,50.1,32.4,43.3,35.3,39.3,59,11,Suburban,1819
Beijing,2156-12-06,474,45.4,38.6,32.1,57.5,10.1,23,11,Urban,1704
Mexico City,2156-12-07,349,38.2,40.5,10.0,41.2,40.0,92,9,Urban,264
São Paulo,2156-12-08,195,34.4,63.4,31.2,65.8,1.3,51,10,Urban,1501
London,2156-12-09,209,58.0,42.7,22.7,38.3,2.0,52,13,Urban,1616
Beijing,2156-12-10,471,43.5,77.8,30.5,43.4,-3.2,77,11,Suburban,891
Cairo,2156-12-11,226,25.8,33.5,36.7,37.4,12.3,67,5,Urban,1620
Beijing,2156-12-12,267,23.4,42.8,36.4,55.6,17.3,85,3,Urban,773
Beijing,2156-12-13,451,35.7,20.9,44.5,54.3,11.3,45,7,Urban,1882
Beijing,2156-12-14,231,46.8,43.9,39.1,39.7,31.4,21,7,Suburban,1601
Los Angeles,2156-12-15,274,14.2,42.5,38.4,47.8,26.1,49,5,Suburban,658
Delhi,2156-12-16,27,8.7,26.9,41.0,66.4,33.5,53,6,Suburban,1250
Los Angeles,2156-12-17,148,22.6,37.8,31.4,39.5,26.2,34,6,Urban,606
Delhi,2156-12-18,364,2.5,67.0,27.7,46.9,19.2,28,8,Urban,535
Delhi,2156-12-19,409,17.8,30.0,29.6,36.0,19.9,87,7,Urban,1843
Cairo,2156-12-20,81,63.0,61.3,24.4,46.0,31.7,35,12,Suburban,226
Mexico City,2156-12-21,449,42.6,37.5,17.1,51.4,19.4,46,8,Urban,1074
Beijing,2156-12-22,376,45.0,16.4,23.4,50.2,14.8,53,14,Urban,215
Los Angeles,2156-12-23,189,35.1,70.6,19.5,52.6,7.2,62,9,Suburban,649
Beijing,2156-12-24,310,23.8,41.7,26.9,32.3,28.7,39,9,Urban,1537
Delhi,2156-12-25,489,28.4,37.4,49.3,33.5,25.4,55,13,Urban,1940
Beijing,2156-12-26,426,7.8,56.2,33.8,43.0,31.7,63,9,Suburban,1871
Cairo,2156-12-27,480,48.0,49.5,37.6,28.9,36.8,73,8,Urban,612
Delhi,2156-12-28,234,30.9,57.9,10.4,51.5,27.2,73,8,Urban,80
Delhi,2156-12-29,66,24.6,56.4,8.7,48.4,36.5,45,8,Urban,425
Los Angeles,2156-12-30,306,25.7,53.3,27.2,62.3,33.7,84,6,Urban,1894
Beijing,2156-12-31,349,55.6,24.3,33.0,46.8,20.5,84,10,Rural,126
Beijing,2157-01-01,214,13.2,99.8,13.1,44.3,7.7,63,10,Suburban,1733
Beijing,2157-01-02,231,38.9,22.6,36.9,31.0,1.9,62,12,Rural,915
Tokyo,2157-01-03,272,26.4,27.7,30.4,57.9,28.6,55,9,Suburban,499
Delhi,2157-01-04,395,42.8,66.3,32.0,57.4,27.2,39,13,Suburban,933
Delhi,2157-01-05,198,26.9,25.4,15.9,56.4,27.9,47,11,Suburban,1314
Beijing,2157-01-06,447,21.2,65.7,12.6,37.6,32.0,32,8,Urban,173
Beijing,2157-01-07,362,50.1,26.1,25.1,40.6,14.7,93,4,Urban,539
Delhi,2157-01-08,477,23.7,40.5,24.3,40.6,0.7,42,6,Urban,225
Mexico City,2157-01-09,280,46.4,47.4,25.5,60.7,35.3,63,11,Suburban,1212
Mexico City,2157-01-10,372,42.9,70.7,34.1,36.0,-1.9,34,0,Suburban,267
Mexico City,2157-01-11,107,55.5,65.5,20.8,33.9,18.6,51,8,Urban,1429
Beijing,2157-01-12,92,25.6,38.4,27.0,29.1,24.3,83,10,Urban,643
Delhi,2157-01-13,471,34.1,69.9,34.4,16.1,2.0,31,8,Suburban,1800
Beijing,2157-01-14,341,10.5,64.9,32.8,15.3,35.6,51,2,Urban,521
London,2157-01-15,169,25.8,77.0,24.7,43.8,4.8,29,7,Urban,1471
Mexico City,2157-01-16,429,24.0,72.3,32.4,36.0,39.8,65,4,Urban,1116
Beijing,2157-01-17,332,8.5,58.7,27.9,26.1,7.4,47,2,Urban,1036
Mexico City,2157-01-18,146,27.8,61.2,19.7,40.6,31.6,67,8,Urban,676
Beijing,2157-01-19,216,20.3,67.7,42.0,29.1,-4.5,26,3,Urban,449
